TEXT_ID,SENTENCE_ID,ANNOTATION_ID,TOKENS,LEFT_CONTEXT,RIGHT_CONTEXT,DOC_TOKEN_START,DOC_TOKEN_END,TYPE,CORRECTION,COMMENT,MODEL,PROMPT_KEY,TIME_SECONDS
S024,1.0,336,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,337,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,338,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,339,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,340,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,341,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,342,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,343,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,344,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,345,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,346,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,347,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,348,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,349,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,350,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,351,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,352,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,353,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,354,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,355,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,356,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,357,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,358,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,359,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,360,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,361,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,362,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,363,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,364,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,365,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,366,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,367,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,368,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,369,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,370,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,371,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,372,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,373,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,374,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,375,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,376,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,377,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,378,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,379,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,380,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,381,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,382,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,383,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,384,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,385,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,386,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,387,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,388,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,389,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,390,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,391,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,392,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,393,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,394,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,395,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,396,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,397,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,398,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,399,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,400,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,401,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,402,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,403,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,404,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,405,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,406,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,407,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,408,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,409,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,410,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,411,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,412,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,413,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,414,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,415,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,416,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,417,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,418,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,419,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,420,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,421,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,422,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,423,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,424,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,425,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,426,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,427,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,428,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,429,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,430,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,431,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,432,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,433,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,434,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,435,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,436,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,437,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,438,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,439,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,440,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,441,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,442,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,443,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,444,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,445,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,446,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,447,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,448,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,449,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,450,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,451,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,452,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,453,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,454,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,455,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,456,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,457,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,458,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,459,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,460,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,461,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,462,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,463,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,464,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,465,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,466,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,467,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,468,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,469,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,470,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,471,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,472,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,473,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,474,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,475,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,476,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,477,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,478,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,479,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,480,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,481,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,482,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,483,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,484,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,485,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,486,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,487,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,488,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,489,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,490,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,491,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,492,60,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,493,8,and,,,,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,494,assists,8,,283.0,283.0,,,,qwen_small,p4_strat_1,4828.76
S024,1.0,495,60,,,,,,,,qwen_small,p4_strat_1,4828.76
S027,,1,The Houston Rockets (7-10) defeated the New York Knicks (8-10) 111-111,,on,,,Correction,The New York Knicks defeated the Houston Rockets 111-111 on Wednesday at Madison Square Garden in New York.,Swapping the teams to match the correct result.,qwen_small,p4_strat_1,4828.76
S027,,2,The Knicks got off to a quick start,,,32.0,39.0,Comment,,Initial game performance description.,qwen_small,p4_strat_1,4828.76
S027,,3,the Knicks 25 - 21,,in,47.0,51.0,Comment,,First quarter score.,qwen_small,p4_strat_1,4828.76
S027,,4,The Rockets were the superior,,shooters,58.0,62.0,Comment,,Shooting performance description.,qwen_small,p4_strat_1,4828.76
S027,,5,went 58 % from,,the,,,Comment,,Field goal percentage.,qwen_small,p4_strat_1,4828.76
S027,,6,and 33 %,,from,,,Comment,,Three point percentage.,qwen_small,p4_strat_1,4828.76
S027,,7,the Rockets went 58 %,,from,85.0,89.0,Comment,,Field goal percentage.,qwen_small,p4_strat_1,4828.76
S027,,8,and 33 %,,from,,,Comment,,Three point percentage.,qwen_small,p4_strat_1,4828.76
S027,,9,The Knicks were led,,by,101.0,104.0,Comment,,Top scorer description.,qwen_small,p4_strat_1,4828.76
S027,,10,Arron Afflalo,,,106.0,107.0,Comment,,Top scorer name.,qwen_small,p4_strat_1,4828.76
S027,,11,went 13 - for -,,from,110.0,114.0,Comment,,Field goal percentage.,qwen_small,p4_strat_1,4828.76
S027,,12,the field and 2 - for -,,from,117.0,123.0,Comment,,Three point percentage.,qwen_small,p4_strat_1,4828.76
S027,,13,the three - point line,,,126.0,130.0,Comment,,Three point line description.,qwen_small,p4_strat_1,4828.76
S027,,14,to score,,a,131.0,132.0,Comment,,Top scorer points.,qwen_small,p4_strat_1,4828.76
S027,,15,game - high of 31,,points,134.0,138.0,Comment,,Top scorer points.,qwen_small,p4_strat_1,4828.76
S027,,16,while also adding,,seven,184.0,186.0,Comment,,Additional stats.,qwen_small,p4_strat_1,4828.76
S027,,17,seven rebounds,,",",187.0,188.0,Comment,,Additional stats.,qwen_small,p4_strat_1,4828.76
S027,,18,and three assists,,.,146.0,148.0,Comment,,Additional stats.,qwen_small,p4_strat_1,4828.76
S027,,19,Top scorer,,,131.0,132.0,Comment,,Repeating information.,qwen_small,p4_strat_1,4828.76
S027,,20,Afflalo,,,107.0,107.0,Comment,,Repeating name.,qwen_small,p4_strat_1,4828.76
S027,,21,went 13 - for -,,from,110.0,114.0,Comment,,Repeating field goal percentage.,qwen_small,p4_strat_1,4828.76
S027,,22,the field and 2 - for -,,from,117.0,123.0,Comment,,Repeating three point percentage.,qwen_small,p4_strat_1,4828.76
S027,,23,the three - point line,,,126.0,130.0,Comment,,Repeating three point line description.,qwen_small,p4_strat_1,4828.76
S027,,24,to score,,a,131.0,132.0,Comment,,Repeating information.,qwen_small,p4_strat_1,4828.76
S027,,25,game - high,,of,134.0,136.0,Comment,,Repeating information.,qwen_small,p4_strat_1,4828.76
S027,,26,31 points,,.,162.0,163.0,Comment,,Repeating information.,qwen_small,p4_strat_1,4828.76
S027,,27,while also adding,,seven,184.0,186.0,Comment,,Repeating additional stats.,qwen_small,p4_strat_1,4828.76
S027,,28,rebounds,,",",250.0,250.0,Comment,,Repeating additional stats.,qwen_small,p4_strat_1,4828.76
S027,,29,and three assists,,.,146.0,148.0,Comment,,Repeating additional stats.,qwen_small,p4_strat_1,4828.76
S027,,30,Afflalo,,,107.0,107.0,Comment,,Repeating name.,qwen_small,p4_strat_1,4828.76
S027,,31,got,,off,34.0,34.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,32,off to,,the,35.0,36.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,33,quick start,,.,38.0,39.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,34,and,,,251.0,251.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,35,showing,,that,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,36,he,,was,202.0,202.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,37,one,,of,42.0,42.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,38,the,,best,282.0,282.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,39,players,,.,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,40,Afflalo,,,107.0,107.0,Comment,,Repeating name.,qwen_small,p4_strat_1,4828.76
S027,,41,was,,in,219.0,219.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,42,the,,spotlight,282.0,282.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,43,with,,his,229.0,229.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,44,many,,of,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,45,his,,shots,212.0,212.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,46,going,,in,68.0,68.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,47,the,,net.,282.0,282.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,48,But,,,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,49,the,,game,256.0,256.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,50,was,,not,219.0,219.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,51,about,,him,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,52,anymore,,but,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,53,about,,the,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,54,team,,.,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,55,The,,game,256.0,256.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,56,was,,about,219.0,219.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,57,defense,,.,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,58,and,,the,251.0,251.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,59,offense,,.,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,60,The,,defense,282.0,282.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,61,was,,solid,219.0,219.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,62,throughout,,.,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,63,and,,the,251.0,251.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,64,offense,,.,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,65,was,,also,219.0,219.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,66,impressive,,.,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,67,The,,team,282.0,282.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,68,scored,,107,132.0,132.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,69,points,,.,231.0,231.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,70,in,,the,52.0,52.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,71,first,,quarter,54.0,54.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,72,and,,the,251.0,251.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,73,defense,,.,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,74,was,,stifling,219.0,219.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,75,throughout,,.,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,76,The,,defense,282.0,282.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,77,stopped,,the,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,78,opposing,,team,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,79,from,,scoring,125.0,125.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,80,and,,limited,251.0,251.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,81,the,,opposing,282.0,282.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,82,team,,.,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,83,to,,only,280.0,280.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,84,scoring,,10,46.0,46.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,85,points,,.,231.0,231.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,86,The,,team,282.0,282.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,87,did,,not,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,88,give,,up,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,89,many,,opportunities,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,90,to,,score,131.0,131.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,91,but,,they,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,92,converted,,the,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,93,their,,opportunities,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,94,into,,points,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,95,and,,the,251.0,251.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,96,defense,,.,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,97,was,,unyielding,219.0,219.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,98,throughout,,the,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,99,the,,game,256.0,256.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,100,and,,it,146.0,146.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,101,was,,the,219.0,219.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,102,key,,to,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,103,the,,victory,282.0,282.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,104,in,,this,64.0,64.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,105,game,,.,260.0,260.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,106,The,,offense,282.0,282.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,107,also,,played,185.0,185.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,108,their,,part,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,109,in,,the,52.0,52.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,110,victory,,.,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,111,they,,were,101.0,101.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,112,able,,to,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,113,execute,,plays,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,114,and,,score,251.0,251.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,115,their,,efforts,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,116,paid,,off,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,117,in,,the,52.0,52.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,118,form of,,goals,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,119,and,,points.,251.0,251.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,120,The,,defense,282.0,282.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,121,was,,also,219.0,219.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,122,solid,,.,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,123,they,,stopped,282.0,282.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,124,many,,opponent's,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,125,attacks,,.,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,126,it,,was,190.0,190.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,127,crucial,,in,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,128,to,,secure,280.0,280.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,129,the victory,,.,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,130,the,,team's,282.0,282.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,131,efforts,,.,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,132,overall,,performance,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,133,was,,impressive.,219.0,219.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,134,in the,,end.,52.0,53.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,135,it,,was,190.0,190.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,136,the cohesiveness,,of,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,137,the,,team,282.0,282.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,138,that,,made,,,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,139,the,,difference.,282.0,282.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
S027,,140,the,,team's,282.0,282.0,Comment,,Additional top scorer information.,qwen_small,p4_strat_1,4828.76
